Wall time,Step,Value
1579204715.8812761,473,0.05754266306757927
1579205832.1751983,946,0.22497738897800446
1579206947.7340963,1419,0.2786433696746826
1579208048.253803,1892,0.3101154863834381
1579209154.629015,2365,0.3335190713405609
1579210262.6479175,2838,0.3582860827445984
1579211370.9758158,3311,0.365080863237381
1579212472.4999201,3784,0.3781397044658661
1579213581.2272432,4257,0.39323288202285767
1579214689.7089171,4730,0.4015089273452759
1579215798.6216266,5203,0.4116542339324951
1579216907.370008,5676,0.4248707592487335
1579218007.2555828,6149,0.4315038323402405
1579219117.3235273,6622,0.4377377927303314
1579220226.4293776,7095,0.4475097954273224
1579221335.9915326,7568,0.4538239538669586
1579222446.8120534,8041,0.45719242095947266
1579223546.0171704,8514,0.4709538221359253
1579224652.6942058,8987,0.47098779678344727
1579225759.3317742,9460,0.4796447157859802
1579226866.9700158,9933,0.48410892486572266
1579227966.8035457,10406,0.49064913392066956
1579229074.440354,10879,0.4998984932899475
1579230181.8310874,11352,0.5036919713020325
1579231288.7558875,11825,0.5101458430290222
1579232395.5713515,12298,0.5129051208496094
1579233495.0921967,12771,0.5205608606338501
1579234601.930267,13244,0.5275219678878784
1579235710.5465474,13717,0.5278686881065369
1579236817.8989208,14190,0.5297461748123169
1579237916.733526,14663,0.5366731286048889
1579239024.1898067,15136,0.5428050756454468
1579240132.2682352,15609,0.5445718169212341
1579241242.483711,16082,0.5474388003349304
1579242352.5281367,16555,0.5537797808647156
1579243452.8178248,17028,0.5564357042312622
1579244560.090748,17501,0.559372067451477
1579245669.2598484,17974,0.5636665225028992
1579246778.667895,18447,0.5653243064880371
1579247889.0825992,18920,0.5726450085639954
1579248991.7566073,19393,0.5733010172843933
1579250103.8140311,19866,0.5769217610359192
1579251215.5908124,20339,0.5818259119987488
1579252327.6692798,20812,0.5852457284927368
1579253430.9377797,21285,0.5863032937049866
1579254544.733703,21758,0.5875374674797058
1579255659.9792671,22231,0.5928670167922974
1579256775.3907058,22704,0.5946908593177795
1579257890.3043497,23177,0.5988067388534546
1579258994.893329,23650,0.603682816028595
1579260110.8342087,24123,0.6048303246498108
1579261227.8508263,24596,0.6050721406936646
1579262344.6602573,25069,0.6070880889892578
1579263462.3693464,25542,0.6113101840019226
1579264569.3022363,26015,0.6134126782417297
1579265687.6922915,26488,0.6142692565917969
1579266805.6537807,26961,0.6212486028671265
1579267922.8084688,27434,0.6190964579582214
1579269028.420314,27907,0.6234360337257385
1579270145.0390697,28380,0.6253750920295715
1579271259.914885,28853,0.6269606351852417
1579272386.9608166,29326,0.6287228465080261
1579273514.287471,29799,0.6316959261894226
1579274635.26693,30272,0.6318394541740417
1579275764.28442,30745,0.6364880204200745
1579276891.7519755,31218,0.6365593075752258
1579278020.4241955,31691,0.6385276913642883
1579279149.7064161,32164,0.6388921141624451
1579280269.4140184,32637,0.6417300701141357
1579281399.2327826,33110,0.6468901038169861
1579282529.3500726,33583,0.6459904909133911
1579283660.0743756,34056,0.6466323733329773
1579284779.3957868,34529,0.6497161388397217
1579285910.3443108,35002,0.6518387198448181
1579287042.0352395,35475,0.6534648537635803
1579288173.0308342,35948,0.6531665325164795
1579289304.7145002,36421,0.6577177047729492
1579304597.6532464,36894,0.6613578796386719
1579305700.4555264,37367,0.6673080325126648
1579306805.956532,37840,0.6669384837150574
1579307898.834762,38313,0.6687247157096863
1579308996.5828135,38786,0.6702361106872559
1579310090.9589367,39259,0.675024151802063
1579311185.1008215,39732,0.6741734147071838
1580137430.8933644,40205,0.7767491340637207
