Wall time,Step,Value
1578918418.5693536,473,896.4578247070312
1578919514.3666933,946,507.3318786621094
1578920601.0411644,1419,391.4583435058594
1578921698.0646946,1892,317.6184997558594
1578922792.8661008,2365,270.7474365234375
1578923879.0465305,2838,235.57118225097656
1578924973.44796,3311,210.14637756347656
1578926070.3723629,3784,189.9892120361328
1578927157.28405,4257,175.32093811035156
1578928254.498072,4730,162.4589385986328
1578929342.5495954,5203,152.6291961669922
1578930436.9409194,5676,143.9257354736328
1578931531.33714,6149,136.5323486328125
1578932620.565836,6622,130.52516174316406
1578933719.861738,7095,124.47286987304688
1578934818.05497,7568,120.32540893554688
1578935903.7937815,8041,116.19014739990234
1578936995.27415,8514,111.29635620117188
1578938086.448108,8987,107.72270965576172
1578939170.8366475,9460,104.16709899902344
1578940263.314227,9933,100.62542724609375
1578941348.6270747,10406,98.4184799194336
1578942442.0990543,10879,96.07874298095703
1578943533.4973223,11352,93.31338500976562
1578944617.054928,11825,91.40058898925781
1578945710.2501073,12298,89.46644592285156
1578946804.0023096,12771,87.71297454833984
1578947888.7867954,13244,85.49439239501953
1578948980.3682332,13717,84.2752685546875
1578950074.2832658,14190,82.49092864990234
1578951157.9873297,14663,81.26837158203125
1578952253.043006,15136,79.90467834472656
1578953341.1621559,15609,78.1199722290039
1578954438.930747,16082,77.7838134765625
1578955532.4942775,16555,76.35707092285156
1578956619.0216913,17028,74.9395751953125
1578957715.05033,17501,73.6466064453125
1578958812.7948837,17974,73.01400756835938
1578959901.3421168,18447,72.0732192993164
1578960997.5630963,18920,71.25365447998047
1578962094.0170615,19393,70.17728424072266
1578963182.7975645,19866,69.39083099365234
1578964281.040569,20339,68.6874771118164
1578965370.3016467,20812,67.9110107421875
1578966469.8041458,21285,67.3219223022461
1578967567.0468893,21758,66.29354095458984
1578968655.9960396,22231,65.7210464477539
1578969753.0418625,22704,64.91604614257812
1578970854.2059925,23177,64.71054077148438
1578971944.3009045,23650,63.81892395019531
1578973045.4988651,24123,63.430477142333984
1578974144.4077225,24596,62.636871337890625
1578975232.3877764,25069,62.27024841308594
1578976331.0802882,25542,61.6987190246582
1578977422.972424,26015,61.22473907470703
1578978524.870312,26488,60.33906555175781
1578979624.937071,26961,60.404293060302734
1578980716.498776,27434,59.449981689453125
1578981819.8216565,27907,59.355186462402344
1578982924.1748934,28380,58.561710357666016
1578984015.4656065,28853,58.29376220703125
1578985116.0874398,29326,57.80113220214844
1578986221.0318947,29799,57.217262268066406
1578987311.4369779,30272,56.7730598449707
1578988413.4801886,30745,56.336570739746094
1578989506.8206594,31218,56.05513381958008
1578990608.83509,31691,55.7589111328125
1578991709.6909761,32164,55.17350769042969
1578992801.9792588,32637,55.14593505859375
1578993905.5566316,33110,54.63865280151367
1578995009.2672164,33583,54.52251434326172
1578996101.5837817,34056,53.8232421875
1578997209.5153406,34529,53.501407623291016
1578998320.166416,35002,53.222110748291016
1578999417.4410386,35475,53.154911041259766
1579000527.9268208,35948,52.7370491027832
1579001629.9689748,36421,52.319313049316406
1579002742.4596689,36894,52.11137771606445
1579005240.7805634,37367,51.41492462158203
1579006491.8760262,37840,51.53391647338867
1579007728.5441773,38313,50.95905685424805
1579008971.3048356,38786,50.840576171875
1579010216.1565247,39259,50.25947952270508
1579011453.2236228,39732,50.15242385864258
1579012698.0089576,40205,50.198856353759766
1579013943.8027134,40678,49.46769714355469
1579015179.4109623,41151,49.44209671020508
1579016422.9017434,41624,48.77766799926758
1579017658.597291,42097,48.62134552001953
1579018903.3657124,42570,48.259864807128906
1579020149.2659612,43043,48.032470703125
1579021385.4542823,43516,47.929290771484375
1579022630.246637,43989,47.54484558105469
1579023873.351895,44462,47.632747650146484
1579025111.27657,44935,47.5306282043457
1579026357.3221557,45408,47.07998275756836
1579027603.0643966,45881,46.84520721435547
1579028839.5085785,46354,46.55202865600586
1579030084.3115985,46827,46.13979721069336
1579031323.0940256,47300,46.320228576660156
1579032569.8771307,47773,46.046016693115234
1579033816.6269948,48246,45.74696350097656
1579035056.6929789,48719,45.71892547607422
1579036303.8392975,49192,45.48871612548828
1579037551.1418505,49665,45.44361114501953
1579038789.5915515,50138,44.94076156616211
1579040038.4540932,50611,45.0605583190918
1579041287.7560265,51084,44.692317962646484
1579042526.029009,51557,44.60359573364258
1579043773.32753,52030,44.51291275024414
1579045011.8852236,52503,44.10798645019531
1579046259.4115891,52976,44.32014083862305
1579047507.3047051,53449,43.93210220336914
1579048746.2710996,53922,43.7148551940918
1579049994.6988618,54395,43.29857635498047
1579051242.7415795,54868,43.37803649902344
