Wall time,Step,Value
1579204715.8787532,473,0.0021791572216898203
1579205832.1713648,946,0.006132046692073345
1579206947.7319467,1419,0.012892501428723335
1579208048.2505863,1892,0.019156310707330704
1579209154.6240158,2365,0.025582291185855865
1579210262.6412709,2838,0.031400132924318314
1579211370.971529,3311,0.03668585792183876
1579212472.4954438,3784,0.04107457771897316
1579213581.2244034,4257,0.04663902893662453
1579214689.703223,4730,0.05071861669421196
1579215798.6183097,5203,0.0548691488802433
1579216907.3659863,5676,0.05910076946020126
1579218007.2473974,6149,0.06443716585636139
1579219117.316935,6622,0.06788327544927597
1579220226.4229748,7095,0.07113174349069595
1579221335.985725,7568,0.07291561365127563
1579222446.8071692,8041,0.07632624357938766
1579223546.0114737,8514,0.07904259115457535
1579224652.6901448,8987,0.08211368322372437
1579225759.3278923,9460,0.08364415913820267
1579226866.962582,9933,0.08673552423715591
1579227966.7956347,10406,0.0886511504650116
1579229074.4363978,10879,0.09022217243909836
1579230181.824394,11352,0.09141817688941956
1579231288.751865,11825,0.09320711344480515
1579232395.5670295,12298,0.09429668635129929
1579233495.0892339,12771,0.09509740024805069
1579234601.9245608,13244,0.09711439162492752
1579235710.5438652,13717,0.09813302010297775
1579236817.8967338,14190,0.09935436397790909
1579237916.729916,14663,0.10085443407297134
1579239024.184682,15136,0.10045914351940155
1579240132.262728,15609,0.10220246762037277
1579241242.4749043,16082,0.10327177494764328
1579242352.5258832,16555,0.10472624003887177
1579243452.8109472,17028,0.10405728965997696
1579244560.08651,17501,0.1052786260843277
1579245669.2560086,17974,0.10648983716964722
1579246778.6630797,18447,0.10726013779640198
1579247889.075521,18920,0.10836999118328094
1579248991.7439032,19393,0.10896798968315125
1579250103.809741,19866,0.10972309857606888
1579251215.5865421,20339,0.10914536565542221
1579252327.6659539,20812,0.11077213287353516
1579253430.9350002,21285,0.11084815114736557
1579254544.731178,21758,0.11208469420671463
1579255659.9767182,22231,0.11247998476028442
1579256775.3847036,22704,0.11250025033950806
1579257890.3002176,23177,0.11401552706956863
1579258994.8907838,23650,0.11435507237911224
1579260110.8315406,24123,0.11520646512508392
1579261227.845849,24596,0.11506963521242142
1579262344.6579971,25069,0.11704607307910919
1579263462.3666322,25542,0.11628590524196625
1579264569.2994366,26015,0.11651396006345749
1579265687.6876373,26488,0.11802922934293747
1579266805.6465466,26961,0.11827248334884644
1579267922.8067148,27434,0.11893636733293533
1579269028.4144125,27907,0.11901238560676575
1579270145.0371203,28380,0.11930631846189499
1579271259.907849,28853,0.12118140608072281
1579272386.9549518,29326,0.12108512222766876
1579273514.285223,29799,0.12214428931474686
1579274635.2621753,30272,0.12153615057468414
1579275764.2817893,30745,0.12243315577507019
1579276891.7493114,31218,0.12293487042188644
1579278020.4216943,31691,0.12394335865974426
1579279149.7043478,32164,0.12429304420948029
1579280269.4121184,32637,0.12391295284032822
1579281399.2291534,33110,0.12452109158039093
1579282529.3448062,33583,0.12631510198116302
1579283660.0726225,34056,0.12617826461791992
1579284779.3931065,34529,0.12734386324882507
1579285910.3410826,35002,0.12800267338752747
1579287042.032963,35475,0.12707526981830597
1579288173.0266268,35948,0.12834222614765167
1579289304.7097979,36421,0.12819018959999084
1579304597.65254,36894,0.12971052527427673
1579305700.4545128,37367,0.13078996539115906
1579306805.9558897,37840,0.1309521347284317
1579307898.833868,38313,0.13113965094089508
1579308996.5823,38786,0.131484255194664
1579310090.9581008,39259,0.1327461451292038
1579311185.0994122,39732,0.1329488605260849
1580137430.9021401,40205,0.15174028277397156
