Wall time,Step,Value
1579204715.884295,473,0.36926764249801636
1579205832.181158,946,0.2875266969203949
1579206947.7365034,1419,0.2714925706386566
1579208048.2584376,1892,0.2613624632358551
1579209154.6351862,2365,0.2525058090686798
1579210262.657035,2838,0.2437388002872467
1579211370.9815273,3311,0.23802101612091064
1579212472.507229,3784,0.2322542369365692
1579213581.230769,4257,0.22636324167251587
1579214689.7148516,4730,0.222052663564682
1579215798.6252367,5203,0.2183382511138916
1579216907.3751135,5676,0.21385984122753143
1579218007.2627194,6149,0.21089047193527222
1579219117.3290577,6622,0.20778465270996094
1579220226.4379385,7095,0.20417802035808563
1579221335.999743,7568,0.2019263505935669
1579222446.8195767,8041,0.1996314823627472
1579223546.0233338,8514,0.19649706780910492
1579224652.7024279,8987,0.19345659017562866
1579225759.3361485,9460,0.19163142144680023
1579226866.9791899,9933,0.1892567276954651
1579227966.8128145,10406,0.18650493025779724
1579229074.4438462,10879,0.18438313901424408
1579230181.8395386,11352,0.1825433224439621
1579231288.7612755,11825,0.18019500374794006
1579232395.5743737,12298,0.178585022687912
1579233495.0962067,12771,0.17647288739681244
1579234601.9373274,13244,0.1741754114627838
1579235710.5502765,13717,0.17292280495166779
1579236817.901839,14190,0.17150874435901642
1579237916.7364478,14663,0.16911780834197998
1579239024.1976843,15136,0.16766653954982758
1579240132.2733579,15609,0.16662386059761047
1579241242.4944599,16082,0.1646030843257904
1579242352.5307581,16555,0.16328981518745422
1579243452.8245032,17028,0.16203190386295319
1579244560.0948308,17501,0.160055011510849
1579245669.263874,17974,0.1591203361749649
1579246778.6713738,18447,0.15798616409301758
1579247889.0898967,18920,0.1559375524520874
1579248991.7642918,19393,0.15513190627098083
1579250103.819736,19866,0.15436233580112457
1579251215.5972757,20339,0.15278522670269012
1579252327.675006,20812,0.15132765471935272
1579253430.941255,21285,0.15060639381408691
1579254544.737836,21758,0.14959189295768738
1579255659.9829834,22231,0.14787377417087555
1579256775.3971972,22704,0.14689859747886658
1579257890.3088007,23177,0.1461605578660965
1579258994.8960032,23650,0.14393970370292664
1579260110.8373396,24123,0.1428382843732834
1579261227.859598,24596,0.1430244892835617
1579262344.6641004,25069,0.14180682599544525
1579263462.3731945,25542,0.14062432944774628
1579264569.3057404,26015,0.1394554227590561
1579265687.6966681,26488,0.13864660263061523
1579266805.661765,26961,0.13743533194065094
1579267922.8105636,27434,0.13747382164001465
1579269028.4280705,27907,0.1361243575811386
1579270145.0414853,28380,0.13598155975341797
1579271259.9240856,28853,0.13480420410633087
1579272386.9679618,29326,0.133793905377388
1579273514.2912385,29799,0.13290350139141083
1579274635.2714338,30272,0.1327955424785614
1579275764.2874646,30745,0.1314389556646347
1579276891.757314,31218,0.13079199194908142
1579278020.426552,31691,0.1302233338356018
1579279149.708784,32164,0.12950560450553894
1579280269.416213,32637,0.1291600912809372
1579281399.2363641,33110,0.1285175085067749
1579282529.3578532,33583,0.1273249387741089
1579283660.0765228,34056,0.12693655490875244
1579284779.3985524,34529,0.12597525119781494
1579285910.3474514,35002,0.1257694810628891
1579287042.0387182,35475,0.12495705485343933
1579288173.0379686,35948,0.12473529577255249
1579289304.7204158,36421,0.12372639030218124
1579304597.648912,36894,0.12156663089990616
1579305700.4474065,37367,0.1200980693101883
1579306805.9522982,37840,0.11977334320545197
1579307898.8294902,38313,0.11886080354452133
1579308996.5781517,38786,0.11824706941843033
1579310090.9532201,39259,0.11664745956659317
1579311185.0902083,39732,0.11696793138980865
1580137430.9003446,40205,0.0773364007472992
