Wall time,Step,Value
1578910363.649168,473,0.36926764249801636
1578911649.7396553,946,0.2875266969203949
1578912934.249732,1419,0.2714925706386566
1578914212.177519,1892,0.2613624632358551
1578915496.9250548,2365,0.2525058090686798
1578916777.604688,2838,0.2437388002872467
1578918056.1738737,3311,0.23802101612091064
1578919326.1060917,3784,0.2322542369365692
1578920604.0181434,4257,0.22636324167251587
1578921882.6090982,4730,0.222052663564682
1578923162.9912143,5203,0.2183382511138916
1578924444.5223856,5676,0.21385984122753143
1578925719.149066,6149,0.21089047193527222
1578927000.8757718,6622,0.20778465270996094
1578928281.6098132,7095,0.20417802035808563
1578929560.6421046,7568,0.2019263505935669
1578930839.3912232,8041,0.1996314823627472
1578932109.9924474,8514,0.19649706780910492
1578933388.593871,8987,0.19345659017562866
1578934668.7748988,9460,0.19163142144680023
1578935948.4295433,9933,0.1892567276954651
1578937220.4625015,10406,0.18650493025779724
1578938501.194006,10879,0.18438313901424408
1578939782.9874341,11352,0.1825433224439621
1578941064.5791402,11825,0.18019500374794006
1578942344.2571769,12298,0.178585022687912
1578943615.6421335,12771,0.17647288739681244
1578944895.9677858,13244,0.1741754114627838
1578946177.5589576,13717,0.17292280495166779
1578947459.16976,14190,0.17150874435901642
1578948731.4066794,14663,0.16911780834197998
1578950012.9870713,15136,0.16766653954982758
1578951295.6657903,15609,0.16662386059761047
1578952578.1677058,16082,0.1646030843257904
1578953861.9057212,16555,0.16328981518745422
1578955135.3330054,17028,0.16203190386295319
1578956419.221431,17501,0.160055011510849
1578957703.016579,17974,0.1591203361749649
1578958986.5773392,18447,0.15798616409301758
1578960269.6553786,18920,0.1559375524520874
1578961544.1315727,19393,0.15513190627098083
1578962828.6340687,19866,0.15436233580112457
1578964113.6838858,20339,0.15278522670269012
1578965399.2989783,20812,0.15132765471935272
1578966674.7431202,21285,0.15060639381408691
1578967960.3377042,21758,0.14959189295768738
1578969246.2362852,22231,0.14787377417087555
1578970532.5472708,22704,0.14689859747886658
